model_path,model_folder,model_name,uses_metadata,epochs,sft_size,training_cfg,lora_rank,prompt,BERTScore_f1,BERTScore_precision,BERTScore_recall,BLEU,Cosine,JSD,Jaccard,Levenshtein,ROUGE_rouge1,ROUGE_rouge2,ROUGE_rougeL,SequenceMatcher
M12.meta.NQ4k.02.r16,M12.meta.NQ4k.02.r16,M12,true,,NQ4k,02,r16,sft_xml,0.4109197735786438,0.5439818352460861,0.3395984947681427,0.0030859215698891456,0.15713029548529117,0.18710004571671499,0.023166666666666665,0.16544648718020033,0.10926510904313347,0.0,0.10549152413747309,0.10940992216266868
M12.meta.NQ4k.02.r8,M12.meta.NQ4k.02.r8,M12,true,,NQ4k,02,r8,sft_xml,0.4046583026647568,0.5499865174293518,0.3271346986293793,0.0002191066238687988,0.128509019555199,0.1740453579313804,0.006941176470588235,0.15757485738955146,0.08815628815628815,0.0,0.08815628815628815,0.12023206129675534
M12.meta.NQ4k.03.r16,M12.meta.NQ4k.03.r16,M12,true,,NQ4k,03,r16,sft_xml,0.4189694583415985,0.5614633649587631,0.3424600392580032,0.0019109077815820364,0.14525415113719137,0.1839567875467825,0.021929824561403508,0.15224676031348688,0.10820725168551255,0.00425531914893617,0.10004398637939012,0.09511797032900585
M12.meta.NQ4k.03.r8,M12.meta.NQ4k.03.r8,M12,true,,NQ4k,03,r8,sft_xml,0.3944549739360809,0.5418517500162124,0.31560553759336474,0.0002700514304554978,0.15482117555224414,0.17104264594565852,0.0047619047619047615,0.11495101009062769,0.10066045066045066,0.0,0.10066045066045066,0.06682679867513187
M13,M13,M13,true,,,,,base,0.4822347140312195,0.3931556296348572,0.6317588210105896,0.015916737543929197,0.37214526100090134,0.270538198825579,0.06785120163564694,0.1385551601593447,0.09404947245647399,0.042967718473477065,0.07836851335056745,0.09120515107886068
M13,M13,M13,true,,,,,short_response,0.4772422623634338,0.3889339143037796,0.6304709804058075,0.0175218484636951,0.326517535375994,0.26415596418125004,0.07437287295658561,0.15591856125850515,0.10495033413867125,0.04807977589697783,0.08532267880394354,0.10592978554069665
M9,M9,M9,false,,,,,base_p1,0.0563067615032196,0.04673459976911545,0.0708101212978363,0.00010491552192700795,0.0007138306102482497,0.03429135694076698,0.007142857142857143,0.014647318911540409,0.0011363636363636363,0.0,0.0011363636363636363,0.01241579868838838
M9,M9,M9,false,,,,,base_p2,0.4546375572681427,0.4508877158164978,0.4788291335105896,0.05276245714748988,0.2223161447614,0.2614531644552153,0.13128943637008153,0.2836267703126912,0.10790853699544031,0.07772895814132928,0.106888128832175,0.24240501670313824
M9,M9,M9,false,,,,,base_p3,0.4792363256216049,0.42160136103630064,0.5792499095201492,0.037097354890720705,0.28972273622939204,0.27784504101684987,0.1490703281332707,0.2005523596975042,0.12022397681825443,0.05798607119309775,0.10135098405728246,0.12701815633518646
M9,M9,M9,false,,,,,base_p4,0.4942505478858948,0.42415850758552553,0.61270831823349,0.029166727198073384,0.32727884533148216,0.29177334805888266,0.16072423744837538,0.18392661238027067,0.11698854937302532,0.0566165930273904,0.10474894385202335,0.11161489903197012
M9,M9,M9,false,,,,,base_p5,0.4792363256216049,0.42160136103630064,0.5792499095201492,0.037097354890720705,0.28972273622939204,0.27784504101684987,0.1490703281332707,0.2005523596975042,0.12022397681825443,0.05798607119309775,0.10135098405728246,0.12701815633518646
M9,M9,M9,false,,,,,icl_p6,0.3969429820775986,0.458243590593338,0.37022349536418914,0.003987900821942989,0.13842557369363476,0.19338725095913406,0.04003932196184707,0.15009856195480248,0.08910619432302329,0.006896551724137933,0.07510741160847674,0.10565880595173023
