model_path,model_folder,model_name,uses_metadata,epochs,sft_size,training_cfg,lora_rank,prompt,BERTScore_f1,BERTScore_precision,BERTScore_recall,BLEU,Cosine,JSD,Jaccard,Levenshtein,ROUGE_rouge1,ROUGE_rouge2,ROUGE_rougeL,SequenceMatcher
M12.NQ4k.02.r8,M12.NQ4k.02.r8,M12,false,,NQ4k,02,r8,sft_xml,0.31794686436653136,0.4112713539600372,0.26313152968883513,0.0001532041193910001,0.07660721816455793,0.18665728602549453,0.014357928730257853,0.07071855253762466,0.026839235642328877,0.003909800815610606,0.022228856715083612,0.007772624175768244
M12.NQ4k.03.r16,M12.NQ4k.03.r16,M12,false,,NQ4k,03,r16,sft_xml,0.32316973596811294,0.41522949397563935,0.267137736082077,2.3160584483998278e-05,0.11513761691495951,0.19803665789543223,0.018503721009496595,0.07519219813556144,0.03397284988377925,0.00331335242771413,0.03004029493543459,0.01600880283023355
M12.NQ4k.03.r8,M12.NQ4k.03.r8,M12,false,,NQ4k,03,r8,sft_xml,0.3454630273580551,0.445040665268898,0.28565249770879747,0.001313131197061228,0.13614875343107985,0.2056464380081649,0.024797503671487756,0.0879269395790557,0.04009150358046898,0.005605147934763668,0.03393886625840798,0.014457083167294518
M12.meta,M12.meta,M12,true,,,,,base_p1,0.1692525029182434,0.1810123324394226,0.1599747896194458,0.007997777333571687,0.12331314320067754,0.09310967815881774,0.05262143310082436,0.1163162899334476,0.07652333828533091,0.031863467387630955,0.061971653807447166,0.03065643610505416
M12.meta,M12.meta,M12,true,,,,,base_p2,0.36271569430828093,0.3903172940015793,0.34181091785430906,0.02628158661726913,0.280730929022191,0.22134756385753446,0.10735226595442109,0.25701433731102324,0.14566674600494472,0.059371414333134045,0.11138255018220508,0.04385261596309981
M12.meta,M12.meta,M12,true,,,,,base_p3,0.5959564805030823,0.6342444747686387,0.568525767326355,0.04562548449861089,0.5515100716162162,0.34524975848719164,0.18234986833329578,0.41815047992421805,0.31104058513381544,0.1141369647731795,0.2195516070643692,0.0834245750637782
M12.meta,M12.meta,M12,true,,,,,base_p4,0.597754442691803,0.6095288515090942,0.5878359735012054,0.051217300685909864,0.5846045764164047,0.3655456890582089,0.20871287710084857,0.44189552186382314,0.3259084181185776,0.12283571277632048,0.216593631457794,0.07262285433515603
M12.meta,M12.meta,M12,true,,,,,base_p5,0.5959564805030823,0.6342444747686387,0.568525767326355,0.04562548449861089,0.5515100716162162,0.34524975848719164,0.18234986833329578,0.41815047992421805,0.31104058513381544,0.1141369647731795,0.2195516070643692,0.0834245750637782
M12.meta,M12.meta,M12,true,,,,,icl_p6,0.3853909745812416,0.48257901668548586,0.3343371167778969,0.012265510441522371,0.21578452425205924,0.22647972724198162,0.05608551641071966,0.12391294919933711,0.10858680535151125,0.03969251938292186,0.07497861207420031,0.018816078113332965
M12.meta,M12.meta,M12,true,,,,,icl_p7,0.41557303369045256,0.4688108414411545,0.3813308224081993,0.022552508805543547,0.27930529661619075,0.2366409394294588,0.09072148068858049,0.22702863571057347,0.12751079845678745,0.061418615408729296,0.10087217752390916,0.0473463562089069
M12.meta,M12.meta,M12,true,,,,,icl_p8,0.33873880207538604,0.355133193731308,0.3268306329846382,0.0042821762993628795,0.16150278138160706,0.21678600925635966,0.04206349206349206,0.10095552077255152,0.08185373007396052,0.02564102564102564,0.06459647281670325,0.029138291402607586
M12.meta.NQ1k.01.r16,M12.meta.NQ1k.01.r16,M12,true,,NQ1k,01,r16,sft_xml,0.3328139930963516,0.43575769364833833,0.27580188512802123,0.003103893405054983,0.15835247143398465,0.2101218278249685,0.030358309462787076,0.09331154459421674,0.06846562691683766,0.015572755417956654,0.05736106137928243,0.014628567509707632
M12.meta.NQ1k.01.r8,M12.meta.NQ1k.01.r8,M12,true,,NQ1k,01,r8,sft_xml,0.3322236403822899,0.42927331328392027,0.2802677437663078,0.002983797956087756,0.16291950889337203,0.21115185246948678,0.037875791980269594,0.093591452208075,0.06877157969369166,0.01601307189542484,0.054820323101929594,0.010004381365859415
M12.meta.NQ1k.02.r16,M12.meta.NQ1k.02.r16,M12,true,,NQ1k,02,r16,sft_xml,0.3227984070777893,0.44435223639011384,0.25890213400125506,8.07100664705699e-06,0.07188182260409223,0.18537550542071074,0.017427884615384616,0.0556830839342171,0.030973824936673233,0.002150537634408602,0.02171685899240079,0.008363092072971963
M12.meta.NQ1k.02.r8,M12.meta.NQ1k.02.r8,M12,true,,NQ1k,02,r8,sft_xml,0.3203084900975227,0.45461738109588623,0.2514484539628029,8.071006647057055e-06,0.07779494656398307,0.18712439476088605,0.018966346153846153,0.04931071455199709,0.033354777317625615,0.002150537634408602,0.024097811373353168,0.007708427588520245
M12.meta.NQ1k.03.r16,M12.meta.NQ1k.03.r16,M12,true,,NQ1k,03,r16,sft_xml,0.34229485839605334,0.442423889040947,0.28695007413625717,0.0037147183232343756,0.1719436725063308,0.2165662892087516,0.03597938869134908,0.08852850031217531,0.06844511228191447,0.02077922077922078,0.0507235932945727,0.02861796384453093
M12.meta.NQ1k.03.r8,M12.meta.NQ1k.03.r8,M12,true,,NQ1k,03,r8,sft_xml,0.3450982436537743,0.4521371066570282,0.2854472979903221,0.003677801699878179,0.16322499467565557,0.21821103302190287,0.03984701229581479,0.09826373582606512,0.07080630213374253,0.025482914640501675,0.05608814197601242,0.030379350665074568
M12.meta.NQ2k.01.r16,M12.meta.NQ2k.01.r16,M12,true,,NQ2k,01,r16,sft_xml,0.3308368608355522,0.42993599772453306,0.2761384606361389,0.0014045482071882542,0.16343303347412122,0.2135289604627772,0.03394490000589936,0.09336955462488182,0.0687429619717465,0.01745104774991412,0.056798523131389014,0.015469777039609441
M12.meta.NQ2k.01.r8,M12.meta.NQ2k.01.r8,M12,true,,NQ2k,01,r8,sft_xml,0.33125500082969667,0.42983836829662325,0.2769447863101959,0.001408390937188025,0.15994245204544644,0.21344980712672762,0.033771852201443374,0.09724204465118601,0.06857634737214222,0.01745104774991412,0.05869376420188781,0.01446977703960944
M12.meta.NQ2k.02.r16,M12.meta.NQ2k.02.r16,M12,true,,NQ2k,02,r16,sft_xml,0.29329797625541687,0.4034413844347,0.23462980091571808,1.3894756807681895e-06,0.041445922119388495,0.1763031224847081,0.0059262510974539065,0.04267577737356402,0.01435651376538076,0.0,0.012315697438850148,0.006263139041082458
M12.meta.NQ2k.02.r8,M12.meta.NQ2k.02.r8,M12,true,,NQ2k,02,r8,sft_xml,0.2992273360490799,0.4200193375349045,0.2375235840678215,2.4563716626619884e-05,0.06681984377273623,0.1827319233647467,0.008969907407407407,0.04221436554750999,0.017262737262737263,0.0,0.014405594405594404,0.00699984947040108
M12.meta.NQ2k.03.r16,M12.meta.NQ2k.03.r16,M12,true,,NQ2k,03,r16,sft_xml,0.29963863641023636,0.4155055910348892,0.23909981399774552,2.2906926369018523e-05,0.05049002783477678,0.17882364307057275,0.008922558922558922,0.05017020175594476,0.019320254213871235,0.0,0.01646311135672838,0.008416065766231724
M12.meta.NQ2k.03.r8,M12.meta.NQ2k.03.r8,M12,true,,NQ2k,03,r8,sft_xml,0.26735899448394773,0.34421993494033815,0.22048845738172532,8.723009045649543e-05,0.04569107416719968,0.16244412280948453,0.008658008658008658,0.054958353912929955,0.020471535365152387,0.0,0.015066129959746983,0.010191266501738053
M12.meta.NQ4k.01.r16,M12.meta.NQ4k.01.r16,M12,true,,NQ4k,01,r16,sft_xml,0.29619764983654023,0.3994100332260132,0.2409018963575363,2.6214547336356837e-05,0.09174885978938596,0.19108096076380615,0.014870093974571586,0.046411892284240676,0.025637939140696276,0.0,0.020718940613450323,0.008431624817393008
M12.meta.NQ4k.01.r8,M12.meta.NQ4k.01.r8,M12,true,,NQ4k,01,r8,sft_xml,0.33139492869377135,0.43125528991222384,0.27631543576717377,0.0014045482071882542,0.16343303347412122,0.2135289604627772,0.03394490000589936,0.09367526940688634,0.0687429619717465,0.01745104774991412,0.056798523131389014,0.015469777039609441
M12.meta.NQ4k.02.r16,M12.meta.NQ4k.02.r16,M12,true,,NQ4k,02,r16,sft_xml,0.3171487390995026,0.440557599067688,0.2526835009455681,1.8812226966877803e-05,0.10328745751364335,0.18818113141481776,0.012420668750592025,0.061715698793026595,0.029756700837350845,0.006153846153846154,0.02777650281754887,0.005748272032340441
M12.meta.NQ4k.02.r8,M12.meta.NQ4k.02.r8,M12,true,,NQ4k,02,r8,sft_xml,0.29365538358688353,0.41237206757068634,0.23282095193862914,1.1017313286437596e-09,0.04402940377312705,0.17337597719499484,0.003057889822595705,0.04003894657981859,0.011187739463601533,0.0,0.011187739463601533,0.0031078748308584867
M12.meta.NQ4k.03.r16,M12.meta.NQ4k.03.r16,M12,true,,NQ4k,03,r16,sft_xml,0.30850074887275697,0.42893400490283967,0.24578249901533128,0.0001644800292584711,0.07288326103494638,0.1859435084462772,0.01666666666666667,0.05709267798507128,0.03518557984876301,0.0077390659747961455,0.02558241645376231,0.004459273087742008
M12.meta.NQ4k.03.r8,M12.meta.NQ4k.03.r8,M12,true,,NQ4k,03,r8,sft_xml,0.2826182827353477,0.4034337610006332,0.22177278846502305,8.640967915364478e-06,0.02448009492033295,0.17235939002567707,0.005797101449275362,0.033986755434129864,0.011636363636363636,0.0,0.009636363636363634,0.00330909559927072
